01/10/2009 14:43;Product1;1186;Diners;Anupam;Kinsaley;Dublin;Ireland;01/09/2009 11:38;01/10/2009 14:37
01/10/2009 12:05;Product1;1160;Visa;Karina;Fort Lauderdale;FL;United States;07/01/2008 12:53;01/10/2009 16:33
01/06/2009 01:20;Product1;1197;Mastercard;Frank;Melbourne;Victoria;Australia;01/02/2009 17:51;01/10/2009 18:27
01/10/2009 14:56;Product1;1143;Visa;Angela;Ankeny;IA;United States;01/08/2009 03:06;01/10/2009 19:41
01/07/2009 10:01;Product1;1399;Visa;Darren;Pittsboro;NC;United States;01/07/2009 09:04;01/10/2009 20:02
01/01/2009 01:26;Product1;1268;Mastercard;Nikki;New Rochelle;NY;United States;01/01/2009 00:58;01/10/2009 21:31
01/11/2009 02:04;Product1;1226;Visa;chris;Gold Coast;Queensland;Australia;01/11/2009 00:33;01/11/2009 02:11
01/11/2009 14:17;Product1;1183;Visa;Stephanie;Brussels;Brussels (Bruxelles);Belgium;01/11/2009 13:39;01/11/2009 13:39
01/10/2009 21:38;Product1;1391;Visa;Anushka;Maple Ridge District Municipality;British Columbia;Canada;01/10/2009 21:17;01/11/2009 19:32
01/07/2009 06:18;Product1;1106;Mastercard;June;Beachwood;OH;United States;02/23/2006 11:56;01/11/2009 19:35
01/04/2009 08:39;Product2;1724;Diners;Baybars;Prince Albert;Saskatchewan;Canada;01/03/2009 17:17;01/11/2009 21:05
01/05/2009 00:31;Product1;1242;Mastercard;Bonnie;Saltsjobaden;Stockholm;Sweden;01/04/2009 23:45;01/12/2009 00:37
01/02/2009 06:07;Product1;1367;Visa;Cindy;Kemble;England;United Kingdom;12/30/2008 10:21;01/12/2009 02:24
01/12/2009 03:25;Product1;1354;Mastercard;chrissy;W Lebanon;NH;United States;01/12/2009 03:12;01/12/2009 03:22
01/04/2009 13:56;Product1;1225;Mastercard;Tamar;Headley;England;United Kingdom;11/29/2007 09:23 ;01/12/2009 05:38
01/07/2009 00:12;Product2;1671;Mastercard;Deirdre;Lausanne;Vaud;Switzerland;12/01/2008 06:25;01/12/2009 06:55
01/12/2009 05:18;Product1;1193;Mastercard;Bernadett;Southampton;England;United Kingdom;01/12/2009 04:45;01/12/2009 08:08
01/08/2009 15:16;Product1;1361;Visa;Dottie;Woodsboro;MD;United States;01/08/2009 14:56;01/12/2009 09:29
01/11/2009 11:33;Product1;1264;Visa;Stefan;Stavanger;Rogaland;Norway;01/11/2009 09:02;01/12/2009 10:37
01/07/2009 20:22;Product1;1123;Visa;Gina;Red Deer;Alberta;Canada;11/23/2008 19:30;01/12/2009 12:24
01/02/2009 22:00;Product1;1199;Diners;Lynne;Memphis;TN;United States;01/02/2009 21:04;01/12/2009 13:18
01/05/2009 13:52;Product1;1326;Mastercard;Tammy;Morges;Vaud;Switzerland;01/05/2009 05:55;01/12/2009 14:04
01/08/2009 20:32;Product1;1336;Visa;Kim;Calgary;Alberta;Canada;01/08/2009 20:21;01/12/2009 14:07
01/08/2009 13:34;Product1;1357;Visa;Bruce;Belleville;Ontario;Canada;01/06/2009 14:38;01/12/2009 18:31
01/11/2009 13:08;Product1;1307;Visa;Rosa Maria;Cincinnati;OH;United States;01/11/2009 12:38;01/12/2009 18:44
01/12/2009 19:04;Product1;1225;Visa;Lydia;Comox;British Columbia;Canada;09/20/2008 20:53;01/12/2009 19:01
01/12/2009 13:41;Product1;1375;Visa;Eric;Gasperich;Luxembourg;Luxembourg;01/12/2009 13:16;01/13/2009 01:03 
01/11/2009 10:38;Product1;1322;Mastercard;AnaPaula;Helens Bay;Northern Ireland;United Kingdom;09/04/2008 09:26;01/13/2009 02:36 
01/13/2009 05:57 ;Product1;1343;Visa;Robin;Milan;Lombardy;Italy;10/15/2008 05:31 ;01/13/2009 05:55 
01/13/2009 06:13 ;Product1;1354;Visa;Gitte;Staten Island;NY;United States;01/13/2009 05:17 ;01/13/2009 07:33 
01/08/2009 13:14;Product1;1280;Visa;Dr. Claudia;Oslo;Oslo;Norway;01/08/2009 12:47;01/13/2009 10:49
01/02/2009 11:41;Product1;1189;Visa;Crystal;Farmington;Michigan;United States;01/01/2009 12:00;01/13/2009 18:34
01/07/2009 19:50;Product1;1116;Diners;Delphine;Santa Monica;CA;United States;01/03/2009 12:04;01/13/2009 20:17
01/01/2009 20:28;Product1;1397;Visa;nathalie;Calgary;Alberta;Canada;01/01/2009 20:11;01/13/2009 21:11
01/03/2009 15:22;Product1;1229;Mastercard;Lindi;Vancouver;British Columbia;Canada;02/20/2008 22:45;01/13/2009 23:02
01/12/2009 03:03;Product2;1871;Mastercard;Valda;Irvine;CA;United States;01/12/2009 02:48;01/14/2009 01:07 
01/05/2009 08:58;Product2;1922;Mastercard;Marcia;Telgte;Nordrhein-Westfalen;Germany;09/01/2008 03:39;01/14/2009 02:07 
01/10/2009 14:03;Product1;1373;Mastercard;Kevin;Cheltenham;England;United Kingdom;03/13/2006 04:56 ;01/14/2009 02:22 
01/13/2009 11:26;Product1;1328;Visa;Clare;Keller;VA;United States;01/13/2009 11:15;01/14/2009 02:39 
01/02/2009 12:18;Product1;1275;Visa;Alice;Nakskov;Storstrom;Denmark;12/05/2007 11:37;01/14/2009 04:05 
01/14/2009 04:54 ;Product1;1165;Mastercard;ZENA;Honolulu;HI;United States;01/14/2009 04:34 ;01/14/2009 04:43 
01/06/2009 17:15;Product1;1182;Visa;Andrea;Bubuieci;Chisinau;Moldova;12/24/2008 17:31;01/14/2009 10:27
01/03/2009 13:56;Product1;1167;Visa;Rennae;Amelia Island;FL;United States;01/03/2009 12:30;01/14/2009 13:03
01/04/2009 07:54;Product1;1197;Visa;Gerhard;Alliston;Ontario;Canada;10/21/2005 21:49;01/14/2009 13:06
01/12/2009 07:28;Product1;1119;Amex;Megan;La Alberca;Murcia;Spain;12/10/2008 16:41;01/14/2009 13:44
01/06/2009 15:15;Product1;1181;Mastercard;Danielle;Rathgar;Dublin;Ireland;01/06/2009 14:59;01/14/2009 14:33
01/13/2009 23:56;Product1;1193;Mastercard;Tod;Coral Gables;FL;United States;01/13/2009 23:13;01/14/2009 15:17
01/14/2009 19:32;Product1;1127;Visa;Janaina;Miami;FL;United States;12/16/2008 22:19;01/14/2009 19:28
01/06/2009 21:13;Product1;1381;Visa;Kofi;Vancouver;British Columbia;Canada;01/07/2008 21:16;01/14/2009 20:50
01/14/2009 11:19;Product1;1297;Visa;Jennifer;Jumeira;Dubayy;United Arab Emirates;01/14/2009 10:44;01/14/2009 21:26
01/13/2009 19:39;Product1;1255;Visa;Jolene;Englewood;CO;United States;01/06/2009 22:00;01/14/2009 22:02
01/08/2009 07:26;Product1;1103;Mastercard;anne;Bournemouth;England;United Kingdom;01/25/2008 15:46;01/15/2009 01:36 
01/15/2009 02:40 ;Product1;1392;Mastercard;Alexis;Genoa;IL;United States;01/15/2009 02:04 ;01/15/2009 02:04 
01/12/2009 06:40;Product1;1132;Visa;Dez;Al 'Adliyah;Al Manamah;Bahrain;01/10/2009 12:50;01/15/2009 04:46 
01/15/2009 03:43 ;Product1;1277;Visa;Stephanie;Rouen;Upper Normandy;France;12/26/2008 09:01 ;01/15/2009 05:39 
01/05/2009 15:39;Product1;1342;Visa;Melissa;Parkland;FL;United States;12/10/2008 09:14;01/15/2009 06:01 
01/10/2009 05:21;Product1;1182;Amex;CLARE;San Francisco;CA;United States;01/10/2009 00:07;01/15/2009 06:25 
01/15/2009 04:12 ;Product1;1260;Mastercard;catherine;Keller;VA;United States;01/15/2009 04:02 ;01/15/2009 06:59 
01/12/2009 11:48;Product1;1203;Visa;Veronique;Tsawwassen;British Columbia;Canada;07/24/2008 15:48;01/15/2009 08:56 
01/06/2009 10:48;Product1;1297;Mastercard;Bruce and Camille;Clinton;NJ;United States;08/21/2007 21:19;01/15/2009 09:32 
01/14/2009 09:10 ;Product1;1387;Mastercard;Ellen;Owensboro;KY;United States;01/14/2009 08:25 ;01/15/2009 09:40 
01/14/2009 22:44;Product1;1237;Visa;Amy;Lakewood Village;TX;United States;01/14/2009 22:21;01/15/2009 09:50 
01/06/2009 07:23;Product1;1249;Visa;Anna;Okotoks;Alberta;Canada;07/21/2008 12:03;01/15/2009 10:00
01/01/2009 05:04;Product1;1395;Mastercard;Regina;Glimmen;Groningen;Netherlands;12/16/2002 04:09 ;01/15/2009 10:50
01/15/2009 11:56;Product1;1118;Visa;Heidi;Calgary;Alberta;Canada;01/14/2009 09:16 ;01/15/2009 11:39
01/15/2009 11:58;Product1;1182;Visa;Jessica;Kanata;Ontario;Canada;01/14/2009 05:59 ;01/15/2009 11:49
01/12/2009 09:43;Product1;1185;Diners;Petra;Bergen;Nordrhein-Westfalen;Germany;01/07/2009 08:39;01/15/2009 12:14
01/15/2009 12:33;Product1;1293;Visa;Brian;College Park;MD;United States;01/15/2009 12:19;01/15/2009 13:28
01/14/2009 11:35;Product1;1357;Visa;Kenny;Kailua Kona;HI;United States;01/13/2009 17:42;01/15/2009 15:31
01/14/2009 15:40;Product1;1140;Amex;ayse;Redondo Beach;CA;United States;01/13/2009 19:37;01/15/2009 15:45
01/03/2009 11:08;Product1;1281;Amex;Maria and Timothy;Fountain Hls;AZ;United States;06/05/2006 22:42;01/15/2009 16:37
01/12/2009 01:37;Product1;1100;Visa;IMAN;Brisbane;Queensland;Australia;01/12/2009 01:26;01/15/2009 17:54
01/16/2009 07:21 ;Product1;1215;Mastercard;Gerald;Mahopac;NY;United States;11/03/2008 14:28;01/16/2009 06:08 
01/15/2009 12:54;Product1;1275;Mastercard;Annelies;Ile-Perrot;Quebec;Canada;01/15/2009 12:22;01/16/2009 07:53 
01/07/2009 07:19;Product1;1394;Amex;Jocelyn;Bruxelles;Brussels (Bruxelles);Belgium;06/30/2008 09:33 ;01/16/2009 08:54 
01/03/2009 09:56;Product1;1201;Visa;Kara;Chicago;IL;United States;12/31/2008 16:26;01/16/2009 13:43
01/16/2009 17:41;Product1;1386;Visa;Orsi;Rayford;TX;United States;01/16/2009 17:01;01/16/2009 17:56
01/05/2009 05:33;Product1;1361;Visa;Ben;Escondido;CA;United States;01/05/2009 03:19;01/17/2009 00:35 
01/02/2009 00:50;Product1;1280;Visa;Sam;Tesvikiye;Istanbul;Turkey;01/02/2009 00:10;01/17/2009 01:57 
01/13/2009 01:51 ;Product1;1327;Visa;Filip and Teresa;Centurion;Gauteng;South Africa;01/12/2009 01:40;01/17/2009 02:23 
01/15/2009 10:24;Product1;1138;Visa;Grace;York;England;United Kingdom;01/13/2009 12:30;01/17/2009 04:42 
01/11/2009 08:59;Product1;1114;Visa;Chelsey;Ashburn;VA;United States;11/09/2008 05:53;01/17/2009 08:54 
01/15/2009 15:56;Product1;1385;Amex;Charis;Los Angeles;CA;United States;11/11/2005 11:49;01/17/2009 10:54
01/01/2009 12:19;Product1;1206;Visa;Marlene;Edgewood;WA;United States;01/16/2006 14:45;01/17/2009 11:38
01/06/2009 14:03;Product1;1247;Visa;Fie;New York;NY;United States;05/01/2008 08:26;01/17/2009 11:44
01/09/2009 15:32;Product1;1362;Diners;Nicole;Basingstoke;England;United Kingdom;01/07/2009 12:31;01/17/2009 12:03
01/17/2009 12:59;Product1;1114;Diners;Linda;Den Haag;Zuid-Holland;Netherlands;10/29/2008 13:09;01/17/2009 13:07
01/12/2009 12:37;Product1;1368;Visa;Janet;Marietta;GA;United States;09/13/2007 14:20;01/17/2009 16:17
01/04/2009 07:43;Product1;1203;Mastercard;Jamie;Houston;TX;United States;01/04/2009 06:51;01/17/2009 17:31
01/17/2009 16:22;Product1;1187;Visa;Chad;West Orange;NJ;United States;01/17/2009 15:22;01/17/2009 18:42
01/01/2009 03:51;Product1;1387;Mastercard;sunny;Amsterdam;Noord-Holland;Netherlands;09/14/2005 22:53;01/17/2009 22:34
01/18/2009 05:27 ;Product1;1190;Visa;Anna;Downey;CA;United States;01/18/2009 04:28 ;01/18/2009 04:42 
01/18/2009 05:15 ;Product1;1232;Diners;Roger;Urlingford;Kilkenny;Ireland;01/18/2009 04:44 ;01/18/2009 04:44 
01/01/2009 01:51;Product1;1219;Mastercard;Si;Holte;Kobenhavn;Denmark;12/14/2005 15:46;01/18/2009 04:44 
01/18/2009 06:30 ;Product1;1307;Visa;Sherri;Freienbach;Schwyz;Switzerland;06/22/2008 14:10;01/18/2009 06:21 
01/11/2009 10:51;Product1;1370;Mastercard;Katherine;Hofheim am Taunus;Hessen;Germany;12/06/2008 01:34;01/18/2009 07:17 
01/04/2009 17:02;Product1;1287;Mastercard;Clare;Lafayette;CA;United States;12/31/2005 00:55 ;01/18/2009 08:43 
01/17/2009 01:23 ;Product1;1263;Amex;Campbell;Mushrif;;Kuwait;01/16/2009 14:26;01/18/2009 09:08 
01/18/2009 02:16 ;Product1;1140;Visa;Ruth;Nashville;AR;United States;01/16/2009 19:32;01/18/2009 09:13 
01/18/2009 11:34;Product2;1666;Visa;Cheryl;New Malden;England;United Kingdom;10/28/2005 14:57;01/18/2009 10:27
01/18/2009 04:38 ;Product1;1266;Visa;Doug;Bishop Auckland;England;United Kingdom;12/28/2007 13:39;01/18/2009 11:58
01/18/2009 13:26;Product3;2671;Mastercard;Julianne;Navan;Meath;Ireland;01/18/2009 12:20;01/18/2009 12:20
01/18/2009 11:53;Product1;1143;Visa;Shailesh;Joppa;MD;United States;01/18/2009 00:00 ;01/18/2009 12:23
01/18/2009 12:04;Product1;1259;Visa;Conrad;Joppa;MD;United States;01/18/2009 00:00 ;01/18/2009 12:23
01/13/2009 19:54;Product1;1394;Diners;Alison;Hampton;NJ;United States;01/03/2006 06:09;01/18/2009 12:51
01/05/2009 21:06;Product1;1207;Mastercard;Tracy;Louisville;KY;United States;01/05/2009 16:27;01/18/2009 13:58
01/14/2009 06:32 ;Product1;1259;Visa;Kate;Broadlands;VA;United States;04/12/2006 06:14;01/18/2009 14:04
01/04/2009 23:48;Product1;1109;Diners;Sarka;Yellowknife;Northwest Territories;Canada;01/04/2009 22:41;01/18/2009 16:17
01/18/2009 16:32;Product2;2000;Visa;Therese;Los Angeles;CA;United States;01/18/2009 16:23;01/18/2009 16:54
01/18/2009 17:04;Product2;1510;Visa;Abdul-L;New York;NY;United States;01/18/2009 16:58;01/18/2009 16:58
01/18/2009 17:20;Product2;1936;Visa;heidi;Saint Paul;MN;United States;01/18/2009 17:16;01/18/2009 17:16
01/18/2009 17:39;Product2;1842;Visa;jiyoung;New York;NY;United States;01/18/2009 17:34;01/18/2009 17:34
01/11/2009 11:20;Product1;1390;Visa;Klara;Spring Lake Park;MN;United States;12/31/2008 19:48;01/18/2009 17:43
01/13/2009 20:59;Product1;1386;Mastercard;Andrew;Winnipeg;Manitoba;Canada;01/13/2009 16:44;01/18/2009 19:17
01/12/2009 16:50;Product1;1160;Visa;Vicki and Bill;Seattle;WA;United States;01/04/2009 21:33;01/19/2009 01:22 
01/12/2009 15:12;Product1;1107;Mastercard;David;Deptford;NJ;United States;01/12/2009 14:07;01/19/2009 03:47 
01/06/2009 12:27;Product1;1234;Mastercard;Antonella;Amsterdam;Noord-Holland;Netherlands;01/06/2009 12:04;01/19/2009 04:59 
01/09/2009 18:52;Product1;1230;Visa;David;Alpharetta;GA;United States;11/25/2008 07:56 ;01/19/2009 06:12 
01/18/2009 23:17;Product1;1259;Visa;Greg;Washington;DC;United States;01/18/2009 15:18;01/19/2009 06:13 
01/07/2009 08:21;Product1;1301;Visa;Jannik;Holmenkollen;Oslo;Norway;01/03/2009 11:06;01/19/2009 06:54 
01/03/2009 09:54;Product1;1289;Visa;Sylvia;Zekeriyakoy;Istanbul;Turkey;12/29/2008 10:38;01/19/2009 07:37 
01/05/2009 19:37;Product1;1369;Amex;Bernadette;Washington;DC;United States;11/07/2007 09:49;01/19/2009 07:42 
01/04/2009 12:49;Product1;1112;Diners;Denise;Montreal;Quebec;Canada;05/25/2007 10:58;01/19/2009 07:58 
01/08/2009 11:55;Product2;1587;Visa;Caren;Braunschweig;Lower Saxony;Germany;01/03/2009 12:39;01/19/2009 08:31 
01/14/2009 18:21;Product1;1277;Visa;luciana;Athens;GA;United States;09/25/2005 06:25 ;01/19/2009 11:21
01/11/2009 19:01;Product1;1335;Diners;Maja;Hoschton;GA;United States;01/11/2009 18:17;01/19/2009 12:47
01/14/2009 05:20 ;Product2;1588;Visa;Kristen;Binningen;Basel-Country;Switzerland;01/12/2009 13:31;01/19/2009 13:07
01/15/2009 08:07 ;Product1;1352;Visa;Kirstie;Royal Oak;MI;United States;12/13/2008 19:35;01/19/2009 14:59
01/15/2009 08:10 ;Product1;1398;Visa;Scott;Royal Oak;MI;United States;12/13/2008 19:35;01/19/2009 14:59
01/02/2009 17:45;Product1;1273;Mastercard;Jammie;Belmont;MA;United States;12/09/2005 17:19;01/19/2009 15:36
01/19/2009 16:10;Product1;1255;Mastercard;Frank;Old Greenwich;CT;United States;01/19/2009 15:31;01/19/2009 16:00
01/19/2009 16:55;Product1;1331;Mastercard;scott;Coconut Grove;FL;United States;01/19/2009 16:18;01/19/2009 16:18
01/10/2009 17:41;Product1;1310;Visa;Jiri;Vienna;VA;United States;01/10/2009 16:32;01/19/2009 17:52
01/18/2009 13:49;Product2;1521;Visa;Bev;San Ramon;CA;United States;01/11/2009 12:00;01/19/2009 18:07
01/15/2009 05:47 ;Product1;1114;Visa;Dave and Amy;Norfolk;VA;United States;01/15/2009 00:21 ;01/19/2009 22:48
01/19/2009 23:06;Product1;1302;Mastercard;Rebecca;Norfolk;VA;United States;01/19/2009 22:53;01/19/2009 22:53
01/19/2009 11:12;Product1;1146;Visa;Melissa;Aberdeen;Scotland;United Kingdom;08/27/2008 08:22 ;01/20/2009 00:35 
01/04/2009 01:38;Product1;1106;Amex;jeremy;Charlestown;New South Wales;Australia;07/15/2008 21:04;01/20/2009 01:08 
01/20/2009 03:11 ;Product1;1192;Visa;Randy;Wigan;England;United Kingdom;01/20/2009 03:02 ;01/20/2009 03:06 
01/03/2009 10:52;Product1;1207;Visa;Djeiny;Rockville;MD;United States;04/18/2005 09:27 ;01/20/2009 06:47 
01/20/2009 05:24 ;Product3;3100;Mastercard;Amanda;Shreveport;LA;United States;01/20/2009 05:13 ;01/20/2009 07:15 
01/20/2009 06:03 ;Product1;1193;Mastercard;Andrea;Shreveport;LA;United States;01/20/2009 05:13 ;01/20/2009 07:15 
01/10/2009 11:37;Product1;1200;Amex;Joanna;Little Silver;NJ;United States;12/28/2008 20:10;01/20/2009 07:42 
01/20/2009 05:50 ;Product1;1356;Visa;Jessica;Abbey Town;England;United Kingdom;01/20/2009 04:23 ;01/20/2009 07:46 
01/19/2009 16:32;Product1;1152;Amex;alison;Mid City West;PA;United States;01/19/2009 10:24;01/20/2009 10:09
01/18/2009 10:42;Product1;1219;Visa;malin;Atlanta;Georgia;United States;01/18/2009 00:00 ;01/20/2009 11:09
01/07/2009 06:11;Product2;1995;Visa;Tiffany;Paris;Ile-de-France;France;01/07/2009 05:30;01/20/2009 11:22
01/03/2009 08:29;Product1;1153;Visa;Genevieve;Milton Keynes;England;United Kingdom;10/10/2008 01:26;01/20/2009 11:31
01/01/2009 02:09;Product1;1312;Mastercard;Saraya;Dresden;Saxony;Germany;03/12/2006 11:31;01/20/2009 11:56
01/20/2009 12:34;Product1;1323;Mastercard;Anastasia;NYC;NY;United States;01/20/2009 12:17;01/20/2009 12:55
01/20/2009 03:51 ;Product1;1232;Visa;Elizabeth;The Grange;Queensland;Australia;11/12/2008 03:34;01/20/2009 13:11
01/15/2009 11:26;Product1;1347;Visa;Nicole;Brookline;MA;United States;07/11/2007 11:18;01/20/2009 14:01
01/05/2009 16:55;Product1;1203;Visa;Jeffrey;Montreal-Nord;Quebec;Canada;09/29/2003 17:08;01/20/2009 14:38
01/12/2009 19:47;Product1;1229;Mastercard;Blanca Gabriela;Irving;TX;United States;12/10/2008 21:49;01/20/2009 18:02
01/04/2009 19:20;Product1;1178;Amex;Elisa;Ottawa Hills;OH;United States;01/04/2009 18:38;01/20/2009 18:03
01/10/2009 08:33;Product2;1844;Mastercard;Patricia;Portola Valley;CA;United States;02/04/2007 10:09;01/20/2009 22:06
01/09/2009 14:51;Product1;1217;Visa;Bob;Sydney;New South Wales;Australia;01/07/2009 18:15;01/21/2009 00:29 
01/16/2009 02:41 ;Product3;2911;Visa;Kristyn;Kearns;UT;United States;01/15/2009 18:01;01/21/2009 01:02 
01/16/2009 18:36;Product1;1174;Visa;Elizabeth;Wollongong;New South Wales;Australia;11/01/2008 16:32;01/21/2009 01:49 
01/20/2009 08:10 ;Product1;1321;Amex;Cathy;Brooklyn;NY;United States;08/05/2007 18:52;01/21/2009 05:16 
01/06/2009 12:45;Product2;1942;Amex;Kaylee;Penngrove;CA;United States;01/05/2009 14:06;01/21/2009 11:18
01/10/2009 08:13;Product1;1238;Visa;suzanne;Lemont;IL;United States;01/09/2009 19:15;01/21/2009 11:35
01/07/2009 14:15;Product1;1277;Mastercard;Cassandra;San Carlos;CA;United States;01/05/2009 15:42;01/21/2009 12:00
01/08/2009 15:27;Product1;1206;Mastercard;Jennifer;Chicago;IL;United States;01/04/2009 22:22;01/21/2009 13:28
01/21/2009 11:36;Product1;1345;Visa;nicole;Oslo;Oslo;Norway;12/23/2008 12:02;01/21/2009 13:47
01/21/2009 14:06;Product1;1146;Visa;Sean;Wantagh;NY;United States;01/21/2009 12:00;01/21/2009 14:06
01/02/2009 02:28;Product1;1302;Mastercard;Morgan;Coomera;Queensland;Australia;05/03/2008 04:14;01/21/2009 16:37
